palabra,frec_norm
sigue,0.0001742284821302472
cerca,0.0001736713180602295
resultados,0.0001731338186044477
educación,0.000172570099663018
atención,0.00017238656326348274
gonzález,0.00017226857557806722
capacidad,0.00017192116739323264
efecto,0.00017179662483640516
necesario,0.00017140333255168683
valor,0.00017112147308097193
aire,0.0001708199489960212
investigación,0.00017043321158271473
siguiente,0.00016971217572739767
figura,0.00016950241984221455
central,0.00016898458500066866
comunidad,0.0001687551645012496
necesidad,0.00016845364041629882
serie,0.00016830943324523545
organización,0.00016811278710287622
nuevas,0.00016805379326016847
calidad,0.00016778504353227758
economía,0.00016749662919015074
carácter,0.00016733275740485142
jefe,0.0001673196476620275
estamos,0.00016711644664825633
prensa,0.0001669656846057809
control,0.00016530730213855168
sociales,0.00016516309496748832
universidad,0.00016488779036818546
militar,0.00016485501601112555
cabo,0.00016469114422582625
diez,0.00016461904064029453
fuerzas,0.00016456660166899872
congreso,0.00016435029091240363
ésta,0.00016414053502722048
hijos,0.00016383901094226967
justicia,0.00016376035248532605
mundial,0.00016362925505708658
dólares,0.0001634719381431992
juego,0.00016336050532919568
económica,0.00016285578023047373
políticos,0.0001627181279308223
duda,0.00016269846331658632
recursos,0.00016256081101693494
pública,0.00016239693923163562
crisis,0.00016229861616045603
próximo,0.00016208886027527288
tenemos,0.0001620102018183292
decisión,0.00016180700080455803
varias,0.00016162346440502275
popular,0.00016087620906405782
tenido,0.00016041081319380777
apenas,0.0001602010573086246
época,0.00015966355785284282
banco,0.00015955212503883926
presente,0.00015869999175528274
menor,0.00015824770562785658
quiero,0.00015767087694360294
pasar,0.0001576315477151311
resultado,0.0001575135600297156
televisión,0.0001569105118598141
encuentra,0.00015622225036155692
gracias,0.00015596661037648992
ministerio,0.00015588139704813427
conjunto,0.0001555798729631835
defensa,0.000155461885277768
alguien,0.00015486539197927842
queda,0.00015469496532256711
hacen,0.00015409191715266558
pasa,0.0001540591427956057
resto,0.0001531611254121654
causa,0.00015261707108497161
seguir,0.00015247286391390825
allá,0.00015177804754423906
palabra,0.00015135198090246083
voy,0.00015120121885998542
cuya,0.00015107667630315791
vamos,0.00015099801784621426
mar,0.00015090624964644663
estudios,0.0001508341460609149
derechos,0.00015068993888985152
importancia,0.00015055884146161205
cuales,0.00015050640249031626
contrario,0.00015048018300466837
manuel,0.00015026387224807326
garcía,0.0001497853666349992
fuerte,0.00014963460459252383
sol,0.000149601830235464
jóvenes,0.00014939207435028082
apoyo,0.0001492937512791012
habría,0.00014918887333650966
civil,0.00014917576359368566
miguel,0.00014915609897944978
pedro,0.00014904466616544624
partidos,0.00014897911745132648
libre,0.00014840228876707287
fuentes,0.00014808765493929814
administración,0.00014772058214022763
común,0.00014772058214022763
dejar,0.00014747805189798465
cine,0.00014743216779810082
salir,0.00014713719858456203
comunicación,0.00014705198525620639
b,0.00014687500372808314
experiencia,0.00014684222937102326
demasiado,0.00014668491245713592
plan,0.00014603598018735054
respuesta,0.0001459048827591111
energía,0.00014578689507369554
izquierda,0.00014572790123098782
función,0.00014517729203238202
principal,0.00014469223154789604
superior,0.00014429893926317766
naturaleza,0.00014422028080623398
podemos,0.00014393186646410712
unión,0.00014376799467880782
especialmente,0.0001437548849359839
rey,0.00014359756802209654
domingo,0.00014304695882349076
favor,0.0001430141844664309
cantidad,0.00014297485523795907
elecciones,0.0001427716542241879
clase,0.00014245702039641318
productos,0.00014244391065358923
españoles,0.00014219482553993427
conocer,0.00014211616708299058
teatro,0.00014199817939757506
importantes,0.00014156555788438484
evitar,0.00014150000917026508
color,0.00014142135071332142
actividades,0.00014134924712778973
mesa,0.00014130991789931786
p,0.00014104772304283897
decía,0.00014065443075812056
cuyo,0.00014056266255835294
debido,0.00014013004104516266
alta,0.0001401234861737507
francisco,0.00014001860823115918
secretario,0.00013995305951703942
objeto,0.00013985473644585983
quizá,0.0001397695231175042
posición,0.00013875351804864834
parecía,0.00013864864010605676
natural,0.00013860931087758492
elementos,0.00013852409754922928
hubo,0.00013838644524957782
objetivo,0.00013828812217839823
formas,0.00013819635397863063
única,0.0001381504698787468
pueda,0.00013805214680756721
origen,0.00013801281757909537
blanco,0.0001378817201508559
mismos,0.00013769162887990869
lleva,0.00013730489146660226
económico,0.0001371737940383628
opinión,0.0001371737940383628
ayuda,0.00013711480019565502
oficial,0.0001370295868672994
silencio,0.00013697059302459166
buenos,0.00013687226995341204
pensar,0.00013686571508200005
república,0.00013669528842528877
dónde,0.00013664284945399296
sangre,0.00013632821562621826
encuentro,0.00013581038078467242
siquiera,0.00013573827719914067
autor,0.00013552852131395757
reunión,0.00013508934492935534
haciendo,0.00013491236340123206
suelo,0.0001348009305872285
muestra,0.00013478782084440456
viejo,0.0001347550464873447
encima,0.00013451907111651368
resulta,0.00013435519933121433
tomar,0.0001343224249741545
bastante,0.00013429620548850658
siete,0.0001342634311314467
lucha,0.00013394224243226002
pudo,0.00013374559628990084
amigos,0.00013351617579048178
línea,0.0001333129747767106
sur,0.0001332867552910627
pocos,0.0001329917860775239
medidas,0.00013257227430715765
norte,0.00013223142099373503
partes,0.00013199544562290401
iglesia,0.00013175947025207294
tratamiento,0.00013129407438182287
existencia,0.00013107776362522775
cargo,0.0001306713615976854
grande,0.00013032395341285082
américa,0.00013027151444155503
boca,0.00012997654522801624
plaza,0.00012973401498577323
pie,0.0001296553565288296
trabajadores,0.0001292817288583471
poner,0.00012927517398693514
existen,0.00012869834530268147
viene,0.00012867212581703358
permite,0.0001285213637745582
análisis,0.0001281739555897236
argentina,0.00012816740071831166
acto,0.00012795108996171652
hechos,0.000127590572034058
tiempos,0.00012712517616380792
políticas,0.00012641069517990282
radio,0.00012631892698013522
puedo,0.00012605017725224432
crecimiento,0.0001258666408527091
francia,0.00012580764701000132
compañía,0.0001257093239388217
amigo,0.00012569621419599776
autoridades,0.0001256896593245858
realizar,0.00012563066548187802
acciones,0.00012503417218338847
padres,0.00012503417218338847
diario,0.00012496206859785675
ve,0.0001249292942407969
derecha,0.00012486374552667714
ambiente,0.00012454255682749048
i,0.000124411459399251
habrá,0.00012422136812830382
precisamente,0.00012408371582865236
enfermedad,0.00012406405121441643
especie,0.0001239067343005291
ejército,0.00012388706968629316
santa,0.00012382152097217342
cambios,0.0001237953014865255
río,0.00012378874661511354
sabía,0.00012371008815816988
seguro,0.00012359865534416635
espera,0.0001235593261156945
momentos,0.00012353966150145857
viaje,0.00012345444817310293
quería,0.0001234085640732191
ocho,0.00012334957023051136
vivir,0.00012334301535909942
región,0.00012304149127414862
formación,0.00012285795487461336
escuela,0.0001227203025749619
cuarto,0.00012271374770354994
valores,0.00012242533336142314
quedó,0.00012240566874718723
participación,0.00012190749851987727
éxito,0.00012188783390564134
baja,0.00012154042572080676
artículo,0.00012129134060715178
principales,0.00012119957240738415
fernando,0.00012105536523632075
metros,0.00012105536523632075
marcha,0.00012078661550842983
régimen,0.00012049164629489104
consecuencia,0.00012033432938100369
conocimiento,0.00012025567092406001
corazón,0.00012015734785288042
campaña,0.00011969850685404229
estructura,0.00011969850685404229
efectos,0.00011964606788274652
finalmente,0.00011950186071168313
modelo,0.00011943631199756338
carta,0.00011941664738332748
construcción,0.00011863006281389068
médico,0.00011853173974271108
miedo,0.00011830887411470398
mayores,0.00011783036850162993
entrada,0.00011769271620197849
humanos,0.0001174436310883235
sean,0.0001172797593030242
actitud,0.00011695857060383752
deja,0.00011692579624677764
dejó,0.00011685369266124592
d,0.00011674225984724241
llevar,0.00011666360139029873
negro,0.00011650628447641135
texto,0.00011611299219169297
mitad,0.00011605399834898521
estuvo,0.00011589668143509785
alrededor,0.00011562137683579497
acerca,0.00011535262710790407
peso,0.00011529363326519631
humano,0.00011524119429390054
pequeño,0.00011521497480825263
fecha,0.0001150445481515413
serán,0.00011490034098047793
doctor,0.000114880676366242
ideas,0.00011467747535247085
vino,0.00011465125586682295
materia,0.00011450049382434756
llega,0.00011442183536740388
carrera,0.00011438906101034404
cierta,0.00011398265898280168
sola,0.0001138056774546784
psoe,0.0001137925677118545
lejos,0.00011365491541220302
juez,0.00011358281182667131
características,0.00011344515952701987
riesgo,0.00011320918415618884
fácil,0.00011277656264299859
diferencia,0.00011259958111487536
cultural,0.00011250781291510772
libros,0.00011238982522969221
práctica,0.00011236360574404429
mayo,0.00011223906318721682
nuestras,0.00011222595344439287
programas,0.00011220628883015695
memoria,0.00011197686833073789
llegado,0.00011177366731696673
plazo,0.00011127549708965676
expresión,0.00011120994837553701
diciembre,0.00011113128991859334
mantener,0.00011109196069012151
enero,0.00011096741813329402
volver,0.00011076421711952285
cuadro,0.00011071833301963904
producto,0.00011045613816316013
produce,0.00011041680893468829
europea,0.00011039714432045237
conciencia,0.00011031193099209672
tenían,0.0001101939433066812
atrás,0.00011003007152138184
felipe,0.00011000385203573396
creación,0.00010997107767867408
chile,0.00010991208383596634
precio,0.00010990552896455435
película,0.00010986619973608251
puerto,0.00010978754127913884
fuego,0.00010936802950877256
cuestión,0.00010924348695194509
pasó,0.00010909927978088168
costa,0.00010905995055240982
supuesto,0.00010905339568099788
local,0.00010885674953863864
habla,0.00010879120082451892
aspectos,0.00010860766442498369
cuba,0.00010858144493933578
sala,0.00010831269521144488
cámara,0.0001083061403400329
vuelta,0.00010829303059720896
vía,0.00010820781726885329
mirada,0.00010803083574073005
mejores,0.00010778175062707504
informe,0.00010773586652719124
unidad,0.00010767687268448348
distintos,0.0001075982142275398
suerte,0.00010743434244224047
tales,0.00010740812295659258
mira,0.00010706726964316996
llamado,0.00010692306247210655
técnica,0.00010689684298645867
título,0.00010689684298645867
s,0.00010679851991527907
principios,0.00010672641632974736
octubre,0.00010637245327350082
volvió,0.00010623480097384938
período,0.00010618236200255359
g,0.00010614958764549372
encontrar,0.00010596605124595848
democracia,0.00010592016714607468
aumento,0.00010582839894630704
fútbol,0.00010577595997501124
prueba,0.0001056186430611239
consumo,0.00010550065537570838
pese,0.00010515980206228578
ocasiones,0.00010504836924828223
exterior,0.00010479928413462724
solución,0.00010466163183497581
u,0.00010466163183497581
hija,0.00010460263799226804
sueño,0.00010451086979250044
parís,0.00010441254672132083
capaz,0.00010438632723567294
ocasión,0.00010437977236426097
industria,0.00010423556519319756
adelante,0.00010422245545037362
salida,0.00010421590057896164
ciencia,0.000104124132379194
asunto,0.00010385538265130313
asociación,0.00010379638880859537
puso,0.00010377016932294746
intereses,0.00010376361445153549
oro,0.00010363907189470799
podrá,0.00010359318779482419
pregunta,0.00010318023089586989
oposición,0.00010314745653880999
entrar,0.00010298358475351068
señora,0.00010294425552503884
señaló,0.000102904926296567
santiago,0.00010289181655374304
dolor,0.00010281315809679937
zonas,0.00010277382886832754
comercio,0.00010249852426902468
operación,0.00010247230478337678
tribunal,0.0001023149878694894
instituciones,0.00010229532325525348
temas,0.00010205279301301049
militares,0.00010203312839877457
junio,0.00010196102481324286
marco,0.00010191514071335906
sectores,0.00010186925661347524
hacerlo,0.0001018561468706513
aspecto,0.00010178404328511959
razones,0.00010177748841370759
contenido,0.00010147596432875683
juicio,0.00010147596432875683
electoral,0.00010137108638616529
considera,0.00010133831202910542
tendrá,0.0001011482207581582
mucha,0.0001009253551301511
voluntad,0.00010090569051591518
dicen,0.00010083358693038349
recuerdo,0.0001008270320589715
socialista,0.00010075492847343979
área,0.00010074181873061586
aparece,0.00010072870898779193
vio,0.0001005123982311968
cama,0.00010047306900272496
aun,0.00010040096541719324
presenta,0.0001003878556743693
pp,0.00010024364850330589
revolución,0.0001001912095320101
busca,0.00010015843517495025
abril,0.0001001453254321263
rodríguez,0.00010010599620365446
fiscal,0.00010006011210377064
lópez,9.992901467553116e-05
victoria,9.990279518988328e-05
violencia,9.986346596141144e-05
primeras,9.980447211870368e-05
pequeña,9.972581366176e-05
armas,9.932596650562964e-05
debía,9.929974701998176e-05
ii,9.912932036327044e-05
esfuerzo,9.903755216350282e-05
humana,9.902444242067889e-05
posibilidades,9.891300960667534e-05
centros,9.882124140690771e-05
profesional,9.881468653549574e-05
asimismo,9.863770500737248e-05
grado,9.863770500737248e-05
has,9.850005270772102e-05
toma,9.834273579383367e-05
distintas,9.783801069511171e-05
material,9.776590710958005e-05
carne,9.77003583954603e-05
llama,9.768724865263637e-05
particular,9.751026712451308e-05
jorge,9.745127328180532e-05
trabajar,9.725462713944612e-05
propuesta,9.720874303956227e-05
muerto,9.711697483979467e-05
precios,9.707109073991087e-05
reforma,9.687444459755168e-05
hermano,9.659258512683682e-05
corte,9.658603025542486e-05
comenzó,9.657292051260091e-05
etapa,9.646148769859736e-05
obstante,9.632383539894592e-05
pone,9.62582866848262e-05
diversos,9.616651848505856e-05
visita,9.609441489952685e-05
concepto,9.607475028529094e-05
pacientes,9.594365285705147e-05
semanas,9.572078722904442e-05
tipos,9.564868364351272e-05
solamente,9.517673290185062e-05
deseo,9.50390806021992e-05
sistemas,9.494075753101958e-05
encuentran,9.492764778819564e-05
siguientes,9.488176368831182e-05
martín,9.458023960336106e-05
suficiente,9.448191653218148e-05
marzo,9.444258730370964e-05
propios,9.441636781806172e-05
jamás,9.420005706146662e-05
dan,9.41541729615828e-05
club,9.412139860452294e-05
instituto,9.408862424746309e-05
constitución,9.372810631980454e-05
curso,9.366911247709678e-05
lenguaje,9.353801504885733e-05
estilo,9.332170429226222e-05
rosa,9.294807662177974e-05
imposible,9.29349668789558e-05
pablo,9.276454022224448e-05
buscar,9.275798535083252e-05
peor,9.271865612236068e-05
piel,9.260722330835712e-05
arriba,9.232536383764229e-05
generales,9.224670538069859e-05
septiembre,9.224015050928665e-05
blanca,9.216804692375492e-05
r,9.203694949551548e-05
aquellas,9.174198028197669e-05
teoría,9.13421331258463e-05
animales,9.121759056901882e-05
hicieron,9.119792595478292e-05
larga,9.116515159772303e-05
perdido,9.104716391230753e-05
imágenes,9.102749929807159e-05
paciente,9.101438955524764e-05
conseguir,9.092262135548004e-05
máximo,9.081774341288844e-05
noviembre,9.077185931300464e-05
j,9.066042649900108e-05
líder,9.065387162758913e-05
hospital,9.060798752770532e-05
diversas,9.05621034278215e-05
rafael,9.048344497087782e-05
vuelve,9.045067061381795e-05
destino,9.03457926712264e-05
torno,9.033268292840244e-05
proyectos,9.028024395710668e-05
flores,9.021469524298692e-05
niveles,9.018847575733904e-05
afirmó,9.018192088592704e-05
explicó,9.013603678604324e-05
n,9.011637217180732e-05
somos,8.99787198721559e-05
términos,8.99262809008601e-05
premio,8.980829321544458e-05
tercera,8.976240911556078e-05
simple,8.967719578720511e-05
trabajos,8.963786655873328e-05
factores,8.963131168732131e-05
fuente,8.953954348755368e-05
cielo,8.943466554496212e-05
ambas,8.922490965977897e-05
mismas,8.917902555989515e-05
fernández,8.907414761730359e-05
actualmente,8.906103787447964e-05
conocido,8.898237941753596e-05
condición,8.896926967471201e-05
ejercicio,8.876606866094085e-05
cree,8.86284163612894e-05
par,8.859564200422954e-05
ocurre,8.855631277575771e-05
ti,8.854975790434574e-05
espíritu,8.843177021893021e-05
lengua,8.84121056046943e-05
responsabilidad,8.830067279069073e-05
digo,8.819579484809918e-05
pérez,8.819579484809918e-05
distancia,8.813680100539142e-05
organismo,8.797948409150407e-05
cruz,8.780905743479276e-05
evolución,8.767796000655329e-05
